,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16
6297,0.0,0.86,0.31,1.0,0.65,0.78,0.59,0.36,0.44,0.0,0.21,0.37,0.54,0.46,1.0,0.55
6298,0.0,0.86,0.48,1.0,0.92,0.75,0.84,0.22,0.46,0.0,0.02,0.29,0.49,0.49,1.0,0.62
6299,0.0,0.87,0.18,0.95,0.89,1.0,1.0,0.79,0.64,0.41,0.38,0.0,0.01,0.1,0.52,0.24
6300,0.0,0.87,0.38,1.0,0.74,0.83,0.74,0.4,0.55,0.0,0.32,0.34,0.6,0.45,1.0,0.55
6301,0.0,0.87,0.56,1.0,0.8,0.7,0.62,0.35,0.56,0.0,0.11,0.28,0.11,0.43,1.0,0.49
6302,0.0,0.88,0.37,1.0,0.59,0.63,0.57,0.17,0.44,0.0,0.17,0.37,0.55,0.49,1.0,0.5
6303,0.0,0.88,0.41,1.0,0.73,0.8,0.64,0.4,0.49,0.0,0.4,0.13,0.49,0.42,1.0,0.46
6304,0.0,0.88,0.49,1.0,0.87,0.83,0.78,0.48,0.74,0.14,0.72,0.0,0.48,0.31,1.0,0.4
6305,0.0,0.89,0.31,1.0,1.0,0.8,0.94,0.39,0.63,0.0,0.22,0.15,0.08,0.37,0.95,0.44
6306,0.0,0.89,0.31,1.0,0.61,0.78,0.51,0.35,0.45,0.0,0.17,0.37,0.5,0.51,1.0,0.54
6307,0.0,0.89,0.45,1.0,0.77,0.8,0.72,0.45,0.7,0.1,0.59,0.0,0.48,0.24,1.0,0.28
6308,0.0,0.89,0.56,1.0,0.95,0.76,0.72,0.37,0.47,0.0,0.1,0.03,0.32,0.16,1.0,0.22
6309,0.0,0.9,0.29,1.0,0.61,0.76,0.54,0.33,0.46,0.0,0.24,0.38,0.55,0.53,1.0,0.52
6310,0.0,0.9,0.42,0.99,0.94,1.0,0.96,0.63,0.84,0.22,0.68,0.0,0.47,0.27,1.0,0.25
6311,0.0,0.9,0.43,1.0,0.9,0.99,0.85,0.58,0.78,0.11,0.55,0.0,0.53,0.25,1.0,0.32
6312,0.0,0.91,0.25,1.0,0.95,0.87,1.0,0.56,0.71,0.27,0.39,0.0,0.08,0.29,0.72,0.38
6313,0.0,0.91,0.32,1.0,0.65,0.97,0.92,0.76,1.0,0.38,0.95,0.0,0.68,0.25,0.91,0.35
6314,0.0,0.91,0.4,1.0,0.85,0.91,0.73,0.46,0.62,0.0,0.38,0.03,0.49,0.32,1.0,0.35
6315,0.0,0.91,0.5,1.0,0.84,0.73,0.79,0.36,0.66,0.0,0.27,0.21,0.45,0.37,1.0,0.37
6316,0.0,0.91,0.53,1.0,0.71,0.89,0.53,0.45,0.49,0.0,0.18,0.2,0.37,0.37,1.0,0.37
6317,0.0,0.92,0.22,0.99,0.68,1.0,1.0,0.87,0.83,0.64,0.56,0.44,0.32,0.23,0.16,0.0
6318,0.0,0.92,0.43,1.0,0.78,0.76,0.81,0.32,0.58,0.0,0.26,0.01,0.56,0.31,1.0,0.43
6319,0.0,0.92,0.46,1.0,1.0,0.92,0.78,0.51,0.59,0.09,0.38,0.0,0.3,0.28,0.95,0.3
6320,0.0,0.92,0.51,1.0,1.0,0.89,0.77,0.54,0.54,0.18,0.31,0.0,0.22,0.37,0.78,0.46
6321,0.0,0.93,0.32,0.99,0.81,1.0,1.0,0.92,0.84,0.69,0.7,0.46,0.6,0.23,0.59,0.0
6322,0.0,0.93,0.41,1.0,0.62,0.75,0.44,0.39,0.26,0.03,0.05,0.0,0.29,0.19,1.0,0.28
6323,0.0,0.93,0.45,1.0,0.74,0.75,0.57,0.37,0.35,0.0,0.25,0.24,0.53,0.41,1.0,0.37
6324,0.0,0.93,0.45,1.0,0.75,0.73,0.73,0.36,0.61,0.0,0.34,0.29,0.49,0.45,1.0,0.51
6325,0.0,0.93,0.59,1.0,1.0,0.8,0.76,0.46,0.58,0.12,0.42,0.0,0.09,0.32,0.69,0.42
6326,0.0,0.93,0.6,1.0,0.99,0.88,0.73,0.47,0.55,0.05,0.39,0.0,0.38,0.34,1.0,0.36
6327,0.0,0.94,0.22,1.0,0.71,0.94,0.7,0.51,0.61,0.0,0.42,0.09,0.52,0.32,1.0,0.2
6328,0.0,0.94,0.39,1.0,0.86,1.0,1.0,0.88,0.7,0.69,0.46,0.47,0.32,0.24,0.4,0.0
6329,0.0,0.94,0.45,1.0,0.54,0.68,0.47,0.34,0.4,0.0,0.13,0.29,0.47,0.41,1.0,0.46
6330,0.0,0.94,0.52,1.0,1.0,0.96,0.93,0.52,0.85,0.08,0.62,0.0,0.36,0.24,0.91,0.3
6331,0.0,0.94,0.68,1.0,0.89,0.68,0.72,0.33,0.43,0.0,0.03,0.21,0.25,0.5,1.0,0.58
6332,0.0,0.95,0.25,0.97,0.79,1.0,1.0,0.92,0.67,0.72,0.46,0.49,0.35,0.25,0.37,0.0
6333,0.0,0.95,0.03,0.97,0.69,1.0,1.0,1.0,0.52,0.8,0.23,0.55,0.16,0.26,0.34,0.0
6334,0.0,0.95,0.44,1.0,0.74,0.82,0.65,0.41,0.57,0.0,0.42,0.11,0.55,0.31,1.0,0.32
6335,0.0,0.95,0.44,1.0,0.76,0.78,0.72,0.39,0.63,0.0,0.52,0.12,0.54,0.4,1.0,0.46
6336,0.0,0.95,0.52,1.0,1.0,0.79,0.83,0.44,0.67,0.08,0.45,0.0,0.03,0.3,0.84,0.38
6337,0.0,0.95,0.56,1.0,0.61,0.8,0.51,0.4,0.44,0.0,0.17,0.27,0.41,0.39,1.0,0.47
6338,0.0,0.96,0.31,1.0,0.81,0.93,0.76,0.48,0.56,0.01,0.44,0.0,0.49,0.32,1.0,0.35
6339,0.0,0.96,0.41,1.0,1.0,0.88,0.59,0.49,0.34,0.0,0.53,0.04,0.64,0.33,0.08,0.34
6340,0.0,0.96,0.46,1.0,0.73,0.68,0.61,0.34,0.34,0.0,0.04,0.01,0.28,0.23,1.0,0.3
6341,0.0,0.96,0.54,1.0,0.65,0.76,0.41,0.39,0.24,0.0,0.16,0.14,0.45,0.34,1.0,0.35
6342,0.0,0.96,0.59,1.0,1.0,0.89,0.74,0.54,0.47,0.19,0.28,0.0,0.35,0.39,0.92,0.48
6343,0.0,0.97,0.32,0.99,0.67,0.99,1.0,1.0,0.78,0.77,0.58,0.51,0.43,0.22,0.45,0.0
6344,0.0,0.97,0.5,0.99,1.0,1.0,0.88,0.71,0.56,0.37,0.38,0.0,0.46,0.38,0.96,0.35
6345,0.0,0.97,0.62,1.0,1.0,0.81,0.81,0.48,0.55,0.17,0.26,0.0,0.1,0.27,0.73,0.33
6346,0.0,0.98,0.3,1.0,0.66,0.98,1.0,0.93,0.76,0.71,0.56,0.46,0.47,0.17,0.43,0.0
6347,0.0,0.98,0.42,1.0,0.65,0.64,0.47,0.23,0.21,0.0,0.03,0.4,0.51,0.46,1.0,0.49
6348,0.0,0.98,0.51,0.98,1.0,1.0,0.74,0.65,0.5,0.28,0.4,0.0,0.44,0.39,0.96,0.47
6349,0.0,0.98,0.53,1.0,0.84,0.72,0.62,0.34,0.43,0.0,0.01,0.26,0.44,0.37,1.0,0.38
6350,0.0,0.99,0.28,1.0,0.65,0.95,1.0,0.89,0.95,0.66,0.72,0.43,0.5,0.18,0.45,0.0
6351,0.0,0.99,0.54,1.0,0.78,0.72,0.73,0.39,0.71,0.06,0.48,0.0,0.45,0.14,1.0,0.16
6352,0.0,0.99,0.57,1.0,0.79,0.89,0.63,0.45,0.59,0.0,0.32,0.06,0.33,0.27,1.0,0.32
6353,0.0,0.99,0.91,1.0,0.79,0.69,0.6,0.35,0.5,0.0,0.17,0.03,0.09,0.28,1.0,0.37
6354,0.1,0.71,0.57,1.0,0.91,0.76,0.65,0.37,0.3,0.0,0.0,0.11,0.3,0.31,1.0,0.33
6355,0.11,0.85,0.0,0.7,0.26,0.96,0.92,1.0,1.0,0.87,0.81,0.55,0.65,0.21,0.6,0.0
6356,0.12,0.9,0.0,0.83,0.42,0.94,1.0,1.0,0.83,0.77,0.61,0.51,0.41,0.26,0.35,0.0
6357,0.12,0.97,0.48,1.0,0.69,0.69,0.55,0.33,0.35,0.0,0.0,0.25,0.46,0.35,1.0,0.39
6358,0.14,0.73,0.6,1.0,1.0,0.93,0.74,0.55,0.38,0.2,0.0,0.0,0.02,0.35,0.63,0.28
6359,0.14,0.91,0.0,0.96,0.56,1.0,1.0,0.9,0.87,0.66,0.62,0.44,0.35,0.22,0.1,0.0
6360,0.16,0.9,0.61,1.0,0.76,0.63,0.61,0.26,0.31,0.0,0.0,0.32,0.43,0.3,1.0,0.38
6361,0.16,0.97,0.76,1.0,0.8,0.61,0.56,0.22,0.34,0.0,0.0,0.37,0.37,0.45,1.0,0.42
6362,0.18,0.74,0.29,1.0,1.0,0.88,0.73,0.47,0.31,0.09,0.0,0.0,0.14,0.29,0.96,0.34
6363,0.01,0.99,0.58,1.0,1.0,0.91,0.69,0.61,0.33,0.3,0.01,0.0,0.0,0.33,0.57,0.36
6364,0.2,0.85,0.89,1.0,1.0,0.68,0.62,0.34,0.22,0.0,0.0,0.12,0.2,0.32,1.0,0.4
6365,0.22,0.94,0.0,0.92,0.27,1.0,1.0,0.99,0.68,0.51,0.48,0.0,0.24,0.24,0.94,0.36
6366,0.25,1.0,0.82,0.99,0.81,0.65,0.51,0.32,0.14,0.0,0.0,0.01,0.14,0.35,1.0,0.42
6367,0.02,0.59,0.0,0.86,0.41,1.0,1.0,1.0,0.88,0.79,0.59,0.55,0.38,0.28,0.35,0.0
6368,0.28,1.0,0.69,0.99,0.65,0.65,0.47,0.32,0.22,0.0,0.0,0.27,0.39,0.38,1.0,0.38
6369,0.02,0.91,0.8,1.0,0.82,0.67,0.57,0.33,0.28,0.0,0.0,0.17,0.13,0.4,1.0,0.44
6370,0.03,1.0,0.59,1.0,0.79,0.68,0.71,0.33,0.52,0.0,0.0,0.13,0.41,0.36,1.0,0.46
6371,0.32,0.92,0.75,1.0,0.79,0.63,0.56,0.28,0.29,0.0,0.0,0.33,0.42,0.46,1.0,0.48
6372,0.35,0.97,0.68,1.0,1.0,0.69,0.75,0.34,0.44,0.0,0.91,0.15,0.75,0.34,0.0,0.33
6373,0.04,1.0,0.59,0.9,0.66,0.56,0.56,0.22,0.39,0.0,0.0,0.3,0.16,0.49,1.0,0.47
6374,0.04,0.86,0.54,1.0,0.85,0.72,0.8,0.32,0.76,0.0,1.0,0.37,0.48,0.4,0.0,0.38
6375,0.05,0.65,0.0,0.89,0.37,1.0,0.88,0.97,1.0,0.79,0.71,0.53,0.48,0.26,0.59,0.0
6376,0.05,0.96,0.72,1.0,0.69,0.74,0.51,0.37,0.49,0.0,0.0,0.27,0.48,0.36,1.0,0.39
6377,0.06,0.97,0.58,1.0,1.0,0.85,0.76,0.56,0.44,0.29,0.25,0.0,0.0,0.29,0.53,0.37
6378,0.07,0.89,0.52,1.0,0.93,0.7,0.8,0.27,0.68,0.0,1.0,0.39,0.66,0.53,0.0,0.52
6379,0.08,0.83,0.69,1.0,1.0,0.69,0.82,0.34,0.51,0.0,0.15,0.22,0.0,0.37,0.89,0.39
6380,0.08,0.97,0.63,1.0,0.67,0.65,0.56,0.3,0.45,0.0,0.0,0.27,0.29,0.4,1.0,0.4
6381,0.09,0.92,0.93,1.0,1.0,0.76,0.67,0.38,0.36,0.0,0.0,0.06,0.0,0.32,0.88,0.37
6382,0.0,1.0,0.31,0.67,0.98,0.38,0.86,0.0,0.15,0.08,0.65,0.45,1.0,0.84,0.26,0.86
6383,0.0,0.53,0.84,0.42,1.0,0.06,0.1,0.0,0.02,0.34,0.66,0.66,0.86,1.0,0.05,0.84
6384,0.0,0.63,0.61,0.38,0.67,0.0,0.2,0.14,0.56,0.5,1.0,0.85,0.5,1.0,0.02,0.71
6385,0.0,0.7,0.33,1.0,1.0,0.94,1.0,0.59,0.75,0.25,0.47,0.0,0.69,0.34,0.14,0.61
6386,0.0,0.79,0.25,0.5,0.98,0.25,0.71,0.0,0.1,0.16,0.5,0.47,1.0,0.76,0.83,1.0
6387,0.0,0.81,0.5,0.53,1.0,0.25,0.69,0.0,0.28,0.24,0.44,0.54,0.78,0.84,0.39,1.0
6388,0.0,0.91,0.25,0.63,0.86,0.33,0.75,0.0,0.14,0.11,0.53,0.43,1.0,0.75,0.75,1.0
6389,1.0,1.0,0.19,0.93,0.0,0.53,0.27,0.11,0.01,0.0,0.29,0.41,0.79,0.77,0.54,0.96
6390,1.0,1.0,0.37,0.89,0.43,0.57,0.69,0.26,0.33,0.0,0.0,0.19,0.35,0.48,0.83,0.73
6391,1.0,1.0,0.43,0.95,0.56,0.56,0.59,0.17,0.0,0.0,0.17,0.34,0.65,0.65,0.72,0.95
6392,1.0,0.6,0.82,1.0,0.22,0.89,0.33,0.44,0.47,0.0,0.0,0.01,0.26,0.42,0.93,0.62
6393,1.0,0.75,0.47,1.0,0.0,0.79,0.49,0.41,0.66,0.0,0.03,0.25,0.27,0.66,0.98,0.91
6394,1.0,0.78,0.64,1.0,0.44,0.72,0.52,0.35,0.44,0.0,0.0,0.02,0.18,0.36,0.67,0.56
6395,1.0,0.81,0.62,1.0,0.35,0.72,0.46,0.35,0.39,0.0,0.0,0.14,0.34,0.44,0.94,0.57
6396,1.0,0.83,0.3,1.0,0.0,0.72,0.52,0.38,0.59,0.0,0.3,0.16,0.64,0.54,0.71,0.88
6397,1.0,0.85,0.24,1.0,0.02,0.73,0.77,0.42,0.85,0.0,0.0,0.14,0.33,0.56,0.81,0.87
6398,1.0,0.89,0.4,0.83,0.63,0.4,0.84,0.0,0.0,0.07,0.53,0.53,0.8,1.0,0.03,0.78
6399,1.0,0.91,0.0,0.91,0.41,0.6,0.92,0.25,0.2,0.0,0.0,0.29,0.55,0.64,0.88,1.0
6400,1.0,0.95,0.4,1.0,0.31,0.63,0.73,0.29,0.45,0.0,0.0,0.17,0.45,0.49,0.94,0.81
6401,1.0,0.98,0.24,1.0,0.06,0.68,0.78,0.41,0.7,0.0,0.0,0.09,0.32,0.53,0.83,0.93
6402,0.1,0.81,0.61,1.0,1.0,0.76,0.64,0.38,0.35,0.0,0.83,0.1,0.51,0.48,0.0,0.76
6403,0.12,0.14,0.56,0.48,1.0,0.84,0.53,1.0,0.32,0.65,0.8,0.3,0.62,0.0,0.0,0.17
6404,0.12,0.76,0.27,0.98,0.45,0.48,0.28,0.0,0.0,0.14,0.54,0.56,1.0,1.0,0.3,0.96
6405,0.14,0.84,0.43,0.52,0.44,0.12,0.0,0.0,0.19,0.38,0.59,0.69,1.0,1.0,0.57,0.98
6406,0.18,0.68,0.5,0.54,1.0,0.19,0.3,0.0,0.24,0.35,0.84,0.68,0.9,1.0,0.0,0.84
6407,0.19,0.9,0.57,0.61,0.96,0.19,0.17,0.0,0.02,0.34,0.81,0.64,1.0,1.0,0.0,0.99
6408,0.2,0.77,0.61,1.0,1.0,0.8,0.48,0.46,0.09,0.07,0.68,0.0,0.25,0.39,0.0,0.82
6409,0.22,0.68,0.98,0.38,0.91,0.0,0.0,0.02,0.36,0.41,1.0,0.76,0.98,1.0,0.24,0.73
6410,0.24,1.0,0.0,0.79,0.59,0.42,0.98,0.0,0.74,0.0,0.91,0.45,1.0,0.91,0.13,0.93
6411,0.25,0.88,0.39,0.61,0.92,0.24,0.27,0.0,0.15,0.33,0.77,0.68,1.0,1.0,0.0,0.88
6412,0.27,1.0,0.0,0.74,0.6,0.43,1.0,0.03,0.34,0.0,0.29,0.44,0.74,0.81,0.1,0.58
6413,0.28,0.93,0.31,0.53,0.54,0.15,0.0,0.0,0.11,0.36,0.61,0.67,1.0,1.0,0.3,0.98
6414,0.29,0.95,0.93,0.67,0.84,1.0,0.1,0.68,0.0,0.18,0.74,0.0,1.0,0.44,0.17,0.44
6415,0.3,0.83,0.65,0.53,0.91,0.13,0.11,0.0,0.0,0.34,0.67,0.64,1.0,1.0,0.22,0.97
6416,0.32,0.68,0.0,1.0,0.38,0.71,1.0,0.37,0.75,0.0,0.13,0.18,0.35,0.59,0.9,0.95
6417,0.33,0.88,0.39,0.59,0.63,1.0,0.0,0.65,0.28,0.43,0.4,0.0,1.0,0.42,0.25,0.47
6418,0.35,0.73,0.77,0.55,1.0,0.2,0.39,0.0,0.37,0.35,0.79,0.68,0.86,1.0,0.0,0.84
6419,0.35,0.95,0.51,0.6,0.72,0.15,0.22,0.0,0.0,0.36,0.53,0.66,1.0,0.99,0.33,1.0
6420,0.37,0.89,0.25,0.54,0.8,0.2,0.15,0.0,0.0,0.26,0.62,0.58,1.0,0.97,0.23,1.0
6421,0.38,0.63,0.74,1.0,0.11,0.86,0.34,0.43,0.67,0.0,0.0,0.07,0.27,0.48,1.0,0.76
6422,0.4,1.0,0.0,0.58,0.93,0.9,0.06,0.92,0.11,0.52,0.09,0.0,1.0,0.34,0.0,0.38
6423,0.4,0.84,0.33,0.81,1.0,0.42,0.81,0.0,0.0,0.13,0.46,0.57,0.94,1.0,0.11,0.9
6424,0.41,0.94,0.22,0.69,0.9,0.42,1.0,0.03,0.2,0.0,0.0,0.37,0.47,0.73,0.4,1.0
6425,0.43,0.39,1.0,0.73,0.69,1.0,0.07,0.7,0.6,0.36,0.57,0.0,0.0,0.16,0.67,0.48
6426,0.43,0.78,0.68,0.4,0.55,0.01,0.0,0.0,0.18,0.37,0.65,0.65,1.0,0.99,0.45,1.0
6427,0.44,0.75,0.21,0.38,0.0,0.0,0.18,0.28,0.56,0.6,1.0,0.9,0.82,1.0,0.28,0.81
6428,0.45,0.71,0.63,1.0,0.2,0.78,0.44,0.39,0.51,0.0,0.0,0.11,0.4,0.4,1.0,0.52
6429,0.04,0.69,0.57,0.5,0.46,0.06,0.0,0.0,0.46,0.4,1.0,0.77,0.82,1.0,0.05,0.72
6430,0.48,0.84,0.38,0.41,0.2,0.0,0.0,0.14,0.37,0.51,0.89,0.81,1.0,1.0,0.36,0.84
6431,0.49,0.72,0.46,1.0,0.0,0.71,0.48,0.35,0.79,0.0,0.11,0.21,0.4,0.58,1.0,0.86
6432,0.5,0.83,0.26,0.62,0.58,1.0,0.14,0.6,0.02,0.3,0.5,0.0,1.0,0.51,0.0,0.34
6433,0.51,0.69,0.74,0.37,1.0,0.0,0.52,0.04,0.41,0.41,0.73,0.75,0.6,1.0,0.0,0.83
6434,0.51,0.78,0.0,0.68,0.47,0.34,1.0,0.0,0.19,0.07,0.63,0.43,0.85,0.82,0.09,1.0
6435,0.53,0.79,0.0,0.92,0.19,0.58,0.8,0.27,0.57,0.0,0.26,0.34,0.8,0.68,1.0,1.0
6436,0.54,0.82,0.26,0.63,1.0,0.76,0.28,1.0,0.61,0.5,0.0,0.36,0.49,0.0,0.55,0.54
6437,0.55,0.4,1.0,0.64,0.92,1.0,0.48,0.81,0.45,0.4,0.55,0.0,0.0,0.04,0.11,0.38
6438,0.55,0.76,0.22,0.68,0.66,0.29,0.39,0.0,0.52,0.32,1.0,0.68,0.69,1.0,0.0,0.86
6439,0.56,0.83,0.78,0.5,1.0,0.11,0.19,0.0,0.25,0.37,0.8,0.71,0.83,1.0,0.0,0.84
6440,0.05,0.76,0.29,1.0,1.0,0.81,0.55,0.39,0.0,0.0,0.61,0.03,0.15,0.44,0.21,0.83
6441,0.57,0.89,0.0,1.0,0.01,0.68,0.43,0.34,0.3,0.0,0.01,0.31,0.41,0.65,1.0,0.86
6442,0.58,1.0,0.0,0.89,0.44,0.53,1.0,0.21,0.63,0.0,0.62,0.36,0.87,0.8,0.25,0.91
6443,0.05,0.97,0.09,0.61,0.37,0.25,0.0,0.0,0.07,0.32,0.56,0.64,1.0,0.96,0.37,1.0
6444,0.59,0.94,0.08,1.0,0.17,0.65,0.9,0.36,0.76,0.0,0.0,0.1,0.48,0.46,1.0,0.83
6445,0.61,1.0,0.0,0.84,0.51,0.6,1.0,0.33,0.72,0.0,0.16,0.17,0.41,0.53,0.87,0.84
6446,0.61,0.83,0.19,1.0,0.03,0.62,0.15,0.21,0.0,0.0,0.0,0.4,0.47,0.62,1.0,0.79
6447,0.62,0.76,0.23,1.0,0.0,0.67,0.67,0.35,0.89,0.0,0.22,0.22,0.56,0.6,1.0,0.96
6448,0.62,0.99,0.0,0.92,0.32,0.5,1.0,0.24,0.67,0.0,0.01,0.19,0.38,0.64,0.48,1.0
6449,0.64,0.89,0.66,0.58,0.74,0.08,0.0,0.0,0.2,0.41,0.92,0.64,1.0,1.0,0.24,0.95
6450,0.65,0.67,0.72,1.0,0.01,0.75,0.32,0.37,0.61,0.0,0.0,0.04,0.32,0.44,1.0,0.74
6451,0.65,0.98,0.41,0.74,1.0,1.0,0.32,0.85,0.1,0.6,0.0,0.0,0.73,0.12,0.33,0.62
6452,0.66,0.94,0.0,0.92,0.38,0.48,0.9,0.05,0.11,0.0,0.36,0.45,1.0,0.84,0.18,1.0
6453,0.67,0.73,0.41,1.0,0.16,0.67,0.73,0.34,0.78,0.0,0.0,0.1,0.35,0.47,1.0,0.77
6454,0.67,0.99,0.62,0.62,0.97,0.13,0.0,0.0,0.07,0.34,1.0,0.59,1.0,1.0,0.1,0.93
6455,0.68,0.89,0.0,1.0,0.38,0.59,0.98,0.23,0.8,0.0,0.39,0.35,1.0,0.69,0.75,0.92
6456,0.69,0.9,0.33,0.61,0.75,0.16,0.12,0.0,0.0,0.38,0.77,0.59,1.0,1.0,0.2,0.95
6457,0.07,1.0,0.15,0.64,0.28,0.27,0.0,0.0,0.07,0.34,0.67,0.63,1.0,0.94,0.2,0.91
6458,0.72,1.0,0.02,0.77,0.59,0.36,1.0,0.0,0.0,0.07,0.31,0.52,1.0,0.92,0.22,0.91
6459,0.73,0.64,0.54,1.0,0.0,0.75,0.6,0.4,0.91,0.0,0.13,0.13,0.46,0.55,1.0,0.87
6460,0.73,0.96,0.5,0.7,0.38,0.24,0.0,0.0,0.29,0.41,0.7,0.77,1.0,1.0,0.46,0.78
6461,0.74,0.74,0.62,1.0,0.1,0.76,0.36,0.39,0.62,0.02,0.0,0.0,0.24,0.3,1.0,0.5
6462,0.75,0.92,0.23,0.83,0.58,0.39,0.77,0.0,0.0,0.13,0.42,0.51,1.0,0.86,0.32,1.0
6463,0.76,0.67,0.75,1.0,0.0,0.77,0.49,0.4,0.83,0.0,0.05,0.12,0.36,0.52,1.0,0.87
6464,0.76,0.87,0.38,1.0,0.45,0.64,0.51,0.23,0.15,0.0,0.0,0.25,0.51,0.42,1.0,0.62
6465,0.77,0.81,0.14,1.0,0.23,0.66,0.79,0.34,0.67,0.0,0.0,0.14,0.47,0.48,1.0,0.8
6466,0.77,0.97,0.13,0.85,0.62,0.41,1.0,0.0,0.24,0.11,0.48,0.63,0.72,1.0,0.0,0.76
6467,0.78,0.82,0.26,1.0,0.0,0.69,0.77,0.36,0.66,0.0,0.07,0.24,0.7,0.62,1.0,0.95
6468,0.79,1.0,0.14,0.81,0.49,0.39,1.0,0.0,0.32,0.0,0.52,0.55,0.71,1.0,0.0,0.71
6469,0.79,0.98,0.0,0.87,0.39,0.48,0.95,0.13,0.28,0.0,0.46,0.4,1.0,0.77,0.58,1.0
6470,0.8,0.93,0.0,1.0,0.07,0.62,0.78,0.34,0.64,0.0,0.0,0.2,0.56,0.56,1.0,0.9
6471,0.82,1.0,0.08,0.92,0.45,0.6,1.0,0.29,0.52,0.0,0.0,0.24,0.21,0.61,0.53,0.98
6472,0.82,0.86,0.0,0.67,0.38,0.29,0.96,0.0,0.25,0.2,0.65,0.61,1.0,1.0,0.18,0.73
6473,0.83,0.74,0.74,1.0,0.42,0.73,0.51,0.36,0.46,0.0,0.0,0.12,0.35,0.41,1.0,0.54
6474,0.84,0.74,0.74,1.0,0.32,0.74,0.58,0.34,0.49,0.0,0.0,0.08,0.48,0.37,1.0,0.62
6475,0.85,0.81,0.44,1.0,0.28,0.68,0.68,0.34,0.68,0.0,0.0,0.09,0.5,0.4,1.0,0.72
6476,0.08,0.67,0.51,0.37,0.22,0.0,0.09,0.24,0.53,0.58,1.0,0.92,0.59,1.0,0.0,0.74
6477,0.87,1.0,0.31,0.76,1.0,0.91,0.38,0.8,0.22,0.62,0.0,0.0,0.73,0.09,0.33,0.64
6478,0.87,0.8,0.54,1.0,0.24,0.68,0.61,0.34,0.37,0.0,0.0,0.19,0.52,0.48,1.0,0.8
6479,0.88,0.9,0.18,1.0,0.17,0.66,0.79,0.33,0.49,0.0,0.0,0.28,0.41,0.67,1.0,0.98
6480,0.89,0.73,0.61,1.0,0.22,0.71,0.68,0.37,0.76,0.0,0.0,0.0,0.4,0.34,1.0,0.64
6481,0.9,0.78,0.57,1.0,0.0,0.72,0.65,0.37,0.73,0.0,0.03,0.23,0.43,0.64,1.0,0.84
6482,0.91,0.9,0.59,0.64,0.5,0.16,0.0,0.0,0.21,0.44,0.94,0.73,1.0,1.0,0.11,0.92
6483,0.93,0.77,0.47,1.0,0.08,0.68,0.7,0.33,0.74,0.0,0.0,0.2,0.52,0.57,1.0,0.92
6484,0.94,0.91,0.32,0.81,1.0,0.44,0.91,0.0,0.08,0.18,0.45,0.6,0.98,1.0,0.0,1.0
6485,0.96,0.86,0.33,1.0,0.31,0.66,1.0,0.32,0.66,0.0,0.0,0.27,0.72,0.6,0.78,0.98
6486,0.97,0.91,0.33,0.93,0.55,0.46,0.54,0.0,0.0,0.1,0.49,0.49,1.0,0.87,0.3,1.0
6487,0.98,0.87,0.44,1.0,0.2,0.7,0.26,0.31,0.0,0.0,0.0,0.32,0.44,0.58,1.0,0.7
6488,0.0,0.0,0.32,0.13,0.77,0.36,1.0,0.65,0.92,0.94,0.32,1.0,0.07,0.75,0.66,0.63
6489,0.0,0.0,0.41,0.16,0.77,0.37,1.0,0.65,1.0,0.96,0.6,1.0,0.54,0.71,0.87,0.48
6490,0.0,0.59,0.77,0.74,1.0,1.0,0.17,0.93,0.07,0.71,0.82,0.68,0.45,0.35,0.2,0.0
6491,0.0,0.74,0.82,0.79,1.0,1.0,0.19,0.92,0.07,0.73,0.88,0.77,0.54,0.39,0.18,0.0
6492,0.0,0.78,0.19,0.95,0.58,1.0,0.92,0.89,1.0,0.67,0.92,0.44,0.81,0.21,0.67,0.0
6493,0.0,0.89,0.21,0.72,0.62,0.94,0.11,1.0,0.57,0.73,1.0,0.45,0.74,0.13,0.09,0.0
6494,1.0,1.0,0.47,0.97,0.43,0.75,0.91,0.9,0.92,0.67,0.92,0.24,0.51,0.0,0.0,0.09
6495,1.0,1.0,0.55,0.91,0.79,0.72,0.94,0.93,0.86,0.66,0.8,0.35,0.48,0.11,0.0,0.0
6496,1.0,1.0,0.64,0.96,0.55,0.68,0.88,0.92,0.86,0.66,0.76,0.28,0.42,0.01,0.0,0.0
6497,1.0,0.64,0.91,1.0,0.4,0.82,0.8,0.61,0.97,0.76,0.99,0.31,0.61,0.0,0.0,0.02
6498,1.0,0.67,0.76,1.0,0.27,0.83,0.54,0.61,0.86,0.71,0.95,0.29,0.55,0.02,0.0,0.0
6499,1.0,0.7,0.49,0.55,0.15,0.73,0.53,1.0,0.93,0.85,0.8,0.46,0.48,0.14,0.0,0.0
6500,1.0,0.74,0.46,0.65,0.0,0.78,0.36,1.0,0.78,0.88,0.8,0.58,0.78,0.28,0.88,0.0
6501,1.0,0.76,0.41,0.59,0.25,0.82,0.8,1.0,0.89,0.64,0.9,0.27,0.59,0.0,0.0,0.16
6502,1.0,0.78,0.67,1.0,0.25,0.78,0.64,0.67,0.94,0.66,0.93,0.26,0.54,0.0,0.0,0.01
6503,1.0,0.79,0.84,1.0,0.45,0.87,0.95,0.95,0.99,0.72,0.67,0.4,0.33,0.1,0.0,0.0
6504,1.0,0.8,0.66,0.55,0.22,0.67,0.55,1.0,1.0,0.8,0.94,0.4,0.59,0.05,0.0,0.0
